pat-breen,yes
tommy-broughan,yes
john-browne,yes
richard-bruton,yes
joan-burton,yes
jerry-buttimer,yes
catherine-byrne,yes
eric-byrne,yes
dara-calleary,yes
ciaran-cannon,yes
joe-carey,yes
paudie-coffey,yes
niall-collins,yes
sean-conlan,yes
paul-connaughton,yes
ciara-conway,yes
noel-coonan,yes
marcella-corcoran-kennedy,yes
simon-coveney,yes
barry-cowen,yes
michael-creed,yes
jim-daly,yes
john-deasy,yes
pat-deering,yes
regina-doherty,yes
paschal-donohoe,yes
timmy-dooley,yes
robert-dowds,yes
bernard-durkan,yes
damien-english,yes
alan-farrell,yes
frank-feighan,yes
frances-fitzgerald,yes
peter-fitzpatrick,yes
charles-flanagan,yes
brendan-griffin,yes
noel-harrington,yes
brian-hayes,yes
tom-hayes,yes
martin-heydon,yes
phil-hogan,yes
heather-humphreys,yes
kevin-humphreys,yes
derek-keating,yes
colm-keaveney,yes
paul-kehoe,yes
billy-kelleher,yes
alan-kelly,yes
enda-kenny,yes
sean-kenny,yes
michael-p-kitt,yes
sean-kyne,yes
anthony-lawlor,yes
ciaran-lynch,yes
eamonn-maloney,yes
micheal-martin,yes
peter-mathews,yes
michael-mccarthy,yes
dinny-mcginley,yes
michael-mcgrath,yes
joe-mchugh,yes
tony-mcloughlin,yes
michael-mcnamara,yes
mary-mitchell-o-connor,yes
michael-moynihan,yes
michelle-mulherin,yes
dara-murphy,yes
eoghan-murphy,yes
gerald-nash,yes
denis-naughten,yes
dan-neville,yes
derek-nolan,yes
patrick-nulty,yes
eamon-o-c-iv,yes
sean-o-fearghail,yes
aodhan-o-r-ordain,yes
willie-o-dea,yes
kieran-o-donnell,yes
patrick-o-donovan,yes
john-o-mahony,yes
joe-o-reilly,yes
ann-phelan,yes
john-paul-phelan,yes
ruairi-quinn,yes
alan-shatter,yes
roisin-shortall,yes
brendan-smith,yes
arthur-spring,yes
emmet-stagg,yes
billy-godfrey-timmins,yes
robert-troy,yes
joanna-tuffy,yes
liam-twomey,yes
jack-wall,yes
brian-walsh,yes
gerry-adams,no
richard-boyd-barrett,no
joan-collins,no
michael-colreavy,no
sean-crowe,no
clare-daly,no
pearse-doherty,no
stephen-donnelly,no
dessie-ellis,no
luke-ming-flanagan,no
tom-fleming,no
noel-grealish,no
john-halligan,no
seamus-healy,no
michael-healy-rae,no
finian-mcgrath,no
mattie-mcgrath,no
sandra-mclellan,no
catheine-murphy,no
caoimhgh-n-o-caolain,no
aengus-o-snodaigh,no
maureen-o-sullivan,no
thomas-pringle,no
shane-peter-nathaniel-ross,no
brian-stanley,no
mick-wallace,no
-ine-collins,absent
alex-white,absent
andrew-doyle,absent
anne-ferris,absent
brendan-howlin,absent
brendan-ryan,absent
charlie-mcconalogue,absent
david-stanton,absent
dominic-hannigan,absent
eamon-gilmore,absent
fergus-o-dowd,absent
james-bannon,absent
james-reilly,absent
jan-o-sullivan,absent
jimmy-deenihan,absent
joe-costello,absent
joe-higgins,absent
john-lyons,absent
john-mcguinness,absent
john-perry,absent
jonathan-o-brien,absent
kathleen-lynch,absent
leo-varadkar,absent
lucinda-creighton,absent
martin-ferris,absent
mary-lou-mcdonald,absent
michael-conaghan,absent
michael-lowry,absent
michael-noonen,absent
michael-ring,absent
nicky-mcfadden,absent
olivia-mitchell,absent
padraig-maclochlainn,absent
pat-rabbitte,absent
peadar-t-ib-n,absent
ray-butler,absent
seamus-kirk,absent
sean-barrett,absent
sean-fleming,absent
sean-sherlock,absent
shane-mcentee,absent
simon-harris,absent
terence-flanagan,absent
tom-barry,absent
willie-penrose,absent
