james-bannon,yes
tom-barry,yes
joan-burton,yes
ray-butler,yes
jerry-buttimer,yes
catherine-byrne,yes
eric-byrne,yes
joe-carey,yes
paudie-coffey,yes
michael-conaghan,yes
sean-conlan,yes
paul-connaughton,yes
ciara-conway,yes
noel-coonan,yes
marcella-corcoran-kennedy,yes
simon-coveney,yes
michael-creed,yes
jim-daly,yes
jimmy-deenihan,yes
pat-deering,yes
regina-doherty,yes
paschal-donohoe,yes
robert-dowds,yes
damien-english,yes
alan-farrell,yes
frank-feighan,yes
frances-fitzgerald,yes
charles-flanagan,yes
eamon-gilmore,yes
brendan-griffin,yes
dominic-hannigan,yes
noel-harrington,yes
simon-harris,yes
brian-hayes,yes
tom-hayes,yes
martin-heydon,yes
phil-hogan,yes
brendan-howlin,yes
heather-humphreys,yes
kevin-humphreys,yes
derek-keating,yes
colm-keaveney,yes
paul-kehoe,yes
alan-kelly,yes
sean-kenny,yes
sean-kyne,yes
anthony-lawlor,yes
ciaran-lynch,yes
kathleen-lynch,yes
john-lyons,yes
michael-mccarthy,yes
shane-mcentee,yes
dinny-mcginley,yes
joe-mchugh,yes
tony-mcloughlin,yes
michael-mcnamara,yes
eamonn-maloney,yes
peter-mathews,yes
mary-mitchell-o-connor,yes
michelle-mulherin,yes
dara-murphy,yes
eoghan-murphy,yes
dan-neville,yes
derek-nolan,yes
aodhan-o-r-ordain,yes
kieran-o-donnell,yes
patrick-o-donovan,yes
john-o-mahony,yes
joe-o-reilly,yes
john-perry,yes
ann-phelan,yes
john-paul-phelan,yes
pat-rabbitte,yes
james-reilly,yes
michael-ring,yes
brendan-ryan,yes
alan-shatter,yes
sean-sherlock,yes
arthur-spring,yes
emmet-stagg,yes
david-stanton,yes
billy-godfrey-timmins,yes
joanna-tuffy,yes
NOT FOUND: LeoVaradkar,yes
jack-wall,yes
brian-walsh,yes
alex-white,yes
gerry-adams,no
richard-boyd-barrett,no
tommy-broughan,no
john-browne,no
dara-calleary,no
joan-collins,no
niall-collins,no
michael-colreavy,no
barry-cowen,no
sean-crowe,no
clare-daly,no
pearse-doherty,no
stephen-donnelly,no
timmy-dooley,no
dessie-ellis,no
martin-ferris,no
luke-ming-flanagan,no
sean-fleming,no
tom-fleming,no
noel-grealish,no
john-halligan,no
seamus-healy,no
michael-healy-rae,no
billy-kelleher,no
seamus-kirk,no
michael-p-kitt,no
michael-lowry,no
charlie-mcconalogue,no
mary-lou-mcdonald,no
finian-mcgrath,no
mattie-mcgrath,no
michael-mcgrath,no
john-mcguinness,no
sandra-mclellan,no
micheal-martin,no
catheine-murphy,no
patrick-nulty,no
caoimhgh-n-o-caolain,no
eamon-o-c-iv,no
sean-o-fearghail,no
aengus-o-snodaigh,no
jonathan-o-brien,no
willie-o-dea,no
maureen-o-sullivan,no
thomas-pringle,no
shane-peter-nathaniel-ross,no
roisin-shortall,no
brendan-smith,no
brian-stanley,no
peadar-t-ib-n,no
robert-troy,no
mick-wallace,no
anne-ferris,absent
ciaran-cannon,absent
denis-naughten,absent
fergus-o-dowd,absent
gerald-nash,absent
jan-o-sullivan,absent
joe-costello,absent
joe-higgins,absent
john-deasy,absent
leo-varadkar,absent
lucinda-creighton,absent
michael-noonen,absent
olivia-mitchell,absent
pat-breen,absent
sean-barrett,absent
terence-flanagan,absent
willie-penrose,absent
