tom-barry,yes
pat-breen,yes
tommy-broughan,yes
ray-butler,yes
jerry-buttimer,yes
catherine-byrne,yes
joe-carey,yes
paudie-coffey,yes
-ine-collins,yes
michael-conaghan,yes
sean-conlan,yes
paul-connaughton,yes
ciara-conway,yes
simon-coveney,yes
michael-creed,yes
jim-daly,yes
pat-deering,yes
regina-doherty,yes
paschal-donohoe,yes
robert-dowds,yes
andrew-doyle,yes
bernard-durkan,yes
damien-english,yes
frank-feighan,yes
frances-fitzgerald,yes
peter-fitzpatrick,yes
charles-flanagan,yes
terence-flanagan,yes
eamon-gilmore,yes
brendan-griffin,yes
dominic-hannigan,yes
noel-harrington,yes
simon-harris,yes
brian-hayes,yes
martin-heydon,yes
brendan-howlin,yes
kevin-humphreys,yes
colm-keaveney,yes
paul-kehoe,yes
alan-kelly,yes
sean-kenny,yes
anthony-lawlor,yes
ciaran-lynch,yes
john-lyons,yes
tony-mcloughlin,yes
michael-mcnamara,yes
eamonn-maloney,yes
peter-mathews,yes
mary-mitchell-o-connor,yes
dara-murphy,yes
eoghan-murphy,yes
denis-naughten,yes
dan-neville,yes
derek-nolan,yes
aodhan-o-r-ordain,yes
kieran-o-donnell,yes
john-o-mahony,yes
NOT FOUND: WilliamPenrose,yes
john-perry,yes
ann-phelan,yes
ruairi-quinn,yes
james-reilly,yes
roisin-shortall,yes
emmet-stagg,yes
joanna-tuffy,yes
brian-walsh,yes
gerry-adams,no
richard-boyd-barrett,no
john-browne,no
dara-calleary,no
joan-collins,no
niall-collins,no
michael-colreavy,no
barry-cowen,no
clare-daly,no
pearse-doherty,no
stephen-donnelly,no
timmy-dooley,no
dessie-ellis,no
martin-ferris,no
tom-fleming,no
noel-grealish,no
john-halligan,no
seamus-healy,no
michael-healy-rae,no
billy-kelleher,no
michael-p-kitt,no
michael-lowry,no
charlie-mcconalogue,no
mary-lou-mcdonald,no
mattie-mcgrath,no
michael-moynihan,no
catheine-murphy,no
caoimhgh-n-o-caolain,no
eamon-o-c-iv,no
sean-o-fearghail,no
aengus-o-snodaigh,no
jonathan-o-brien,no
willie-o-dea,no
maureen-o-sullivan,no
thomas-pringle,no
shane-peter-nathaniel-ross,no
brendan-smith,no
brian-stanley,no
peadar-t-ib-n,no
mick-wallace,no
alan-farrell,absent
alan-shatter,absent
alex-white,absent
anne-ferris,absent
arthur-spring,absent
billy-godfrey-timmins,absent
brendan-ryan,absent
ciaran-cannon,absent
david-stanton,absent
derek-keating,absent
dinny-mcginley,absent
enda-kenny,absent
eric-byrne,absent
fergus-o-dowd,absent
finian-mcgrath,absent
gerald-nash,absent
heather-humphreys,absent
jack-wall,absent
james-bannon,absent
jan-o-sullivan,absent
jimmy-deenihan,absent
joan-burton,absent
joe-costello,absent
joe-higgins,absent
joe-mchugh,absent
joe-o-reilly,absent
john-deasy,absent
john-mcguinness,absent
john-paul-phelan,absent
kathleen-lynch,absent
leo-varadkar,absent
liam-twomey,absent
lucinda-creighton,absent
luke-ming-flanagan,absent
marcella-corcoran-kennedy,absent
michael-mccarthy,absent
michael-mcgrath,absent
michael-noonen,absent
michael-ring,absent
micheal-martin,absent
michelle-mulherin,absent
nicky-mcfadden,absent
noel-coonan,absent
olivia-mitchell,absent
padraig-maclochlainn,absent
pat-rabbitte,absent
patrick-nulty,absent
patrick-o-donovan,absent
phil-hogan,absent
richard-bruton,absent
robert-troy,absent
sandra-mclellan,absent
seamus-kirk,absent
sean-barrett,absent
sean-crowe,absent
sean-fleming,absent
sean-kyne,absent
sean-sherlock,absent
shane-mcentee,absent
tom-hayes,absent
willie-penrose,absent
